,value,total_seconds,type,date
17852,Text,952.1870002746582,languages,2018-08-04
17853,Git Config,685.7179028987885,languages,2018-08-04
17854,TypeScript,433.9670000076294,languages,2018-08-04
17855,C,141.8549997806549,languages,2018-08-04
17856,JSON,108.53400015830994,languages,2018-08-04
17857,HTML,100.78500008583069,languages,2018-08-04
17858,YAML,34.315999031066895,languages,2018-08-04
17859,Other,1.55899977684021,languages,2018-08-04
17868,C++,9004.98760509491,languages,2018-08-13
17869,Text,3574.5190014839172,languages,2018-08-13
17870,Go,3503.617999792099,languages,2018-08-13
17871,C,3098.9490008354187,languages,2018-08-13
17872,CMake,1288.228000164032,languages,2018-08-13
17873,Other,58.91039299964905,languages,2018-08-13
17874,Git Config,8.745999813079834,languages,2018-08-13
17875,YAML,0.5259997844696045,languages,2018-08-13
17883,C#,13392.723000526428,languages,2018-08-27
17884,Python,6995.993999958038,languages,2018-08-27
17885,JSON,2203.9469995498657,languages,2018-08-27
17886,Markdown,2053.811000585556,languages,2018-08-27
17887,Other,663.1309998035431,languages,2018-08-27
17888,YAML,19.621999740600586,languages,2018-08-27
17889,Git Config,1.1110000610351562,languages,2018-08-27
17898,C#,8025.117915153503,languages,2018-08-20
17899,C++,4617.0940001010895,languages,2018-08-20
17900,Docker,2018.176856994629,languages,2018-08-20
17901,JSON,1649.1460003852844,languages,2018-08-20
17902,C,1459.7679996490479,languages,2018-08-20
17903,Python,859.3760004043579,languages,2018-08-20
17904,Other,536.8655190467834,languages,2018-08-20
17905,Text,474.76860094070435,languages,2018-08-20
17906,CSV,300.2180004119873,languages,2018-08-20
17907,YAML,170.81607794761658,languages,2018-08-20
17908,Objective-C,162.5270004272461,languages,2018-08-20
17909,Bash,147.76810693740845,languages,2018-08-20
17910,Markdown,121.33199954032898,languages,2018-08-20
17911,CMake,106.24599981307983,languages,2018-08-20
17912,TypeScript,43.56399989128113,languages,2018-08-20
17913,Makefile,6.861000061035156,languages,2018-08-20
17914,Git,0.0,languages,2018-08-20
17927,C#,14386.719999790192,languages,2018-08-15
17928,Other,1705.9668781757355,languages,2018-08-15
17929,Markdown,685.2943184375763,languages,2018-08-15
17930,JSON,300.5979995727539,languages,2018-08-15
17931,Git Config,175.08280396461487,languages,2018-08-15
17932,YAML,137.1560001373291,languages,2018-08-15
17933,CSV,0.8009998798370361,languages,2018-08-15
17942,Python,16748.173000097275,languages,2018-08-12
17945,C#,6330.808000087738,languages,2018-08-02
17946,Python,2180.947000026703,languages,2018-08-02
17951,C#,3102.8813846111298,languages,2018-08-17
17952,Other,2844.330052614212,languages,2018-08-17
17953,YAML,1716.176822423935,languages,2018-08-17
17954,Makefile,1224.9702820777893,languages,2018-08-17
17955,Markdown,1067.5489995479584,languages,2018-08-17
17956,Docker,808.0614469051361,languages,2018-08-17
17957,Python,103.33700013160706,languages,2018-08-17
17958,Git Config,72.38630151748657,languages,2018-08-17
17959,Git,28.6697940826416,languages,2018-08-17
17960,JSON,0.0,languages,2018-08-17
17969,Python,24681.718289852142,languages,2018-08-26
17970,Bash,322.9668941497803,languages,2018-08-26
17971,Text,306.30281615257263,languages,2018-08-26
17977,C#,21616.394000291824,languages,2018-08-01
17978,Other,26.30900001525879,languages,2018-08-01
17979,YAML,2.9639999866485596,languages,2018-08-01
17980,Python,0.017999887466430664,languages,2018-08-01
17985,C#,7505.78800034523,languages,2018-08-16
17986,Python,4475.286043167114,languages,2018-08-16
17987,Markdown,1194.631760597229,languages,2018-08-16
17988,YAML,1021.6501858234406,languages,2018-08-16
17989,Other,871.7669990062714,languages,2018-08-16
17990,Git,782.2399501800537,languages,2018-08-16
17991,Bash,236.85123991966248,languages,2018-08-16
17992,XML,135.875,languages,2018-08-16
17993,Git Config,31.969000101089478,languages,2018-08-16
17994,JSON,2.7279999256134033,languages,2018-08-16
17995,Text,0.5370001792907715,languages,2018-08-16
18006,Markdown,517.795000076294,languages,2018-08-19
18007,Other,178.45899963378906,languages,2018-08-19
18008,C#,53.408000230789185,languages,2018-08-19
18009,TypeScript,24.569000005722046,languages,2018-08-19
18010,YAML,15.927000045776367,languages,2018-08-19
18011,Text,0.0,languages,2018-08-19
18016,C++,11089.545000314713,languages,2018-08-08
18017,C#,3586.6715993881226,languages,2018-08-08
18018,Text,742.6684000492096,languages,2018-08-08
18019,Markdown,707.9640004634857,languages,2018-08-08
18020,C,16.312999963760376,languages,2018-08-08
18027,C++,1925.1659996509552,languages,2018-08-09
18028,Go,793.2940001487732,languages,2018-08-09
18029,Text,494.0380005836487,languages,2018-08-09
18030,C,457.6309998035431,languages,2018-08-09
18031,CMake,7.283999919891357,languages,2018-08-09
18032,JSON,2.440999984741211,languages,2018-08-09
18033,C#,0.6949999332427979,languages,2018-08-09
18042,C++,21496.88400053978,languages,2018-08-06
18043,C#,1350.3719992637634,languages,2018-08-06
18044,JSON,471.27800011634827,languages,2018-08-06
18045,Text,83.47699999809265,languages,2018-08-06
18046,Markdown,33.900022745132446,languages,2018-08-06
18053,Python,19006.21099972725,languages,2018-08-11
18056,C++,20858.311999320984,languages,2018-08-07
18057,C#,10266.886999845505,languages,2018-08-07
18058,JSON,289.1560003757477,languages,2018-08-07
18059,C,159.21200013160706,languages,2018-08-07
18060,Markdown,52.174999952316284,languages,2018-08-07
18061,Objective-C,38.73300051689148,languages,2018-08-07
18066,C#,21688.80909180641,languages,2018-08-03
18067,C++,13231.43399977684,languages,2018-08-03
18068,Markdown,1384.0451600551605,languages,2018-08-03
18069,Text,637.8919999599457,languages,2018-08-03
18070,JSON,480.70499992370605,languages,2018-08-03
18071,Other,209.68218803405762,languages,2018-08-03
18072,YAML,163.2393889427185,languages,2018-08-03
18073,HTML,29.19099998474121,languages,2018-08-03
18074,C,4.211999893188477,languages,2018-08-03
18075,CMake,0.8090000152587891,languages,2018-08-03
18083,Python,9254.3719997406,languages,2018-08-28
18084,C#,8395.282000780106,languages,2018-08-28
18085,Other,1861.5759992599487,languages,2018-08-28
18086,Markdown,676.3880000114441,languages,2018-08-28
18087,YAML,645.1540002822876,languages,2018-08-28
18088,Git Config,1.9179997444152832,languages,2018-08-28
18100,Python,27217.11699986458,languages,2018-08-05
18103,Python,15642.670999765396,languages,2018-08-30
18104,C#,1673.9759995937347,languages,2018-08-30
18105,Git Config,11.819000244140625,languages,2018-08-30
18106,Markdown,2.824000120162964,languages,2018-08-30
18107,Other,0.3989999294281006,languages,2018-08-30
18108,Git,0.013000011444091797,languages,2018-08-30
18113,Python,37184.65199995041,languages,2018-08-25
18114,C#,305.6910002231598,languages,2018-08-25
18115,Other,215.75499963760376,languages,2018-08-25
18116,Text,2.316999912261963,languages,2018-08-25
18122,C#,14793.354606866837,languages,2018-08-21
18123,Other,4335.660392522812,languages,2018-08-21
18124,Markdown,2877.1843073368073,languages,2018-08-21
18125,YAML,1413.840000152588,languages,2018-08-21
18126,JSON,567.3844408988953,languages,2018-08-21
18127,Text,7.7779998779296875,languages,2018-08-21
18128,Git Config,0.7530002593994141,languages,2018-08-21
18129,Docker,0.5699999332427979,languages,2018-08-21
18130,Bash,0.16099977493286133,languages,2018-08-21
18131,Protocol Buffer,0.07799983024597168,languages,2018-08-21
18132,Batchfile,0.020000219345092773,languages,2018-08-21
18146,C++,5264.342000484467,languages,2018-08-10
18147,C#,944.6653959751129,languages,2018-08-10
18148,Other,181.04373693466187,languages,2018-08-10
18149,Markdown,89.07608795166016,languages,2018-08-10
18150,Text,17.795673847198486,languages,2018-08-10
18151,JSON,11.870999813079834,languages,2018-08-10
18159,C#,10520.245576143265,languages,2018-08-14
18160,Go,2541.84099984169,languages,2018-08-14
18161,Other,2514.513486623764,languages,2018-08-14
18162,Docker,744.0817348957062,languages,2018-08-14
18163,C++,649.400000333786,languages,2018-08-14
18164,Markdown,635.5120000839233,languages,2018-08-14
18165,YAML,204.76100063323975,languages,2018-08-14
18166,C,148.10199975967407,languages,2018-08-14
18167,Git,65.03120112419128,languages,2018-08-14
18168,JSON,56.574000120162964,languages,2018-08-14
18169,CSV,10.273000001907349,languages,2018-08-14
18170,Text,0.7369999885559082,languages,2018-08-14
18182,C++,6127.388999700546,languages,2018-03-06
18183,C,5666.108000993729,languages,2018-03-06
18184,Python,2992.761270046234,languages,2018-03-06
18185,Text,842.0947988033295,languages,2018-03-06
18186,CMake,693.4050004482269,languages,2018-03-06
18187,Markdown,193.5062780380249,languages,2018-03-06
18188,Objective-C,3.9000000953674316,languages,2018-03-06
18189,Other,0.0,languages,2018-03-06
18190,YAML,0.0,languages,2018-03-06
18198,C++,9944.338999032974,languages,2018-03-04
18199,C,5197.866000652313,languages,2018-03-04
18200,Python,1433.4639999866486,languages,2018-03-04
18201,Text,188.15000009536743,languages,2018-03-04
18202,CMake,179.83899998664856,languages,2018-03-04
18203,Markdown,160.83399963378906,languages,2018-03-04
18204,Other,15.24600076675415,languages,2018-03-04
18205,Gettext Catalog,1.3220000267028809,languages,2018-03-04
18211,C++,1451.024998664856,languages,2018-03-11
18212,C,1277.6660015583038,languages,2018-03-11
18213,Text,371.83700013160706,languages,2018-03-11
18214,Markdown,317.6019997596741,languages,2018-03-11
18217,C#,1144.2085466384888,languages,2018-03-05
18218,Git Config,837.2448921203613,languages,2018-03-05
18219,Other,462.3075358867645,languages,2018-03-05
18220,Bash,177.7613410949707,languages,2018-03-05
18221,YAML,0.0,languages,2018-03-05
18222,C++,0.0,languages,2018-03-05
18231,CMake,2.5e-21,languages,2018-03-28
18234,CMake,22736.90900015831,languages,2018-03-27
18235,C++,2314.5030007362366,languages,2018-03-27
18236,Other,1271.7009994983673,languages,2018-03-27
18237,Text,1173.2330000400543,languages,2018-03-27
18238,Markdown,1160.4849996566772,languages,2018-03-27
18239,Git Config,554.308000087738,languages,2018-03-27
18240,C,396.0990002155304,languages,2018-03-27
18241,Git,2.3379998207092285,languages,2018-03-27
18246,C#,1698.0930001735687,languages,2018-03-16
18247,Text,0.0,languages,2018-03-16
18252,C++,0.0,languages,2018-03-03
18255,C#,16200.532999038696,languages,2018-03-01
18256,Other,1509.641000509262,languages,2018-03-01
18257,YAML,1282.9830005168915,languages,2018-03-01
18258,Markdown,758.0339999198914,languages,2018-03-01
18259,JSON,0.06099987030029297,languages,2018-03-01
18263,C#,9441.33800148964,languages,2018-03-09
18264,Other,8724.817361593246,languages,2018-03-09
18265,YAML,2534.1499993801117,languages,2018-03-09
18266,Markdown,1168.9999995231628,languages,2018-03-09
18267,CSHTML,1100.5599994659424,languages,2018-03-09
18268,C++,993.5260012149811,languages,2018-03-09
18269,C,834.0619986057281,languages,2018-03-09
18270,JSON,160.74699997901917,languages,2018-03-09
18271,XML,77.2376389503479,languages,2018-03-09
18272,Text,17.34000015258789,languages,2018-03-09
18273,JavaScript,1.1499998569488525,languages,2018-03-09
18274,SCSS,0.8599998950958252,languages,2018-03-09
18275,Git Config,0.39999985694885254,languages,2018-03-09
18285,Text,1586.8829998970032,languages,2018-03-26
18286,C++,1476.715000152588,languages,2018-03-26
18287,CMake,921.4069995880127,languages,2018-03-26
18288,C,703.2610003948212,languages,2018-03-26
18289,Markdown,8.003999948501587,languages,2018-03-26
18292,C#,13861.139999866486,languages,2018-03-14
18293,Markdown,429.1630003452301,languages,2018-03-14
18294,Other,271.42199993133545,languages,2018-03-14
18298,C,14402.706998586655,languages,2018-03-25
18299,C++,1571.6410012245178,languages,2018-03-25
18300,Text,17.986999988555908,languages,2018-03-25
18301,CMake,1.7710001468658447,languages,2018-03-25
18302,Python,0.45600008964538574,languages,2018-03-25
18305,C#,4495.062000751495,languages,2018-03-07
18306,C++,794.5670003890991,languages,2018-03-07
18307,Markdown,327.09299969673157,languages,2018-03-07
18308,C,5.253999710083008,languages,2018-03-07
18309,Other,3.5870001316070557,languages,2018-03-07
18317,C++,26591.33299922943,languages,2018-03-22
18318,C,6661.621000289917,languages,2018-03-22
18319,Text,431.7550001144409,languages,2018-03-22
18320,Other,83.71900081634521,languages,2018-03-22
18321,Objective-C,19.472999811172485,languages,2018-03-22
18322,CMake,0.46700000762939453,languages,2018-03-22
18325,C++,21525.724999189377,languages,2018-03-10
18326,C,5331.457000494003,languages,2018-03-10
18327,Other,173.04199981689453,languages,2018-03-10
18328,Text,164.1560001373291,languages,2018-03-10
18329,Objective-C,65.16000008583069,languages,2018-03-10
18330,Markdown,0.3250000476837158,languages,2018-03-10
18331,CMake,0.18600010871887207,languages,2018-03-10
18334,C,16233.031000852585,languages,2018-03-21
18335,C++,13691.626999378204,languages,2018-03-21
18336,CMake,172.82499980926514,languages,2018-03-21
18337,Text,168.96099996566772,languages,2018-03-21
18338,Markdown,75.14699983596802,languages,2018-03-21
18339,Objective-C,22.228000164031982,languages,2018-03-21
18340,Other,10.734000205993652,languages,2018-03-21
18343,C++,9788.798998594284,languages,2018-03-23
18344,C,2275.3740022182465,languages,2018-03-23
18345,Text,416.7469992637634,languages,2018-03-23
18346,Markdown,62.492999792099,languages,2018-03-23
18347,Objective-C,17.81599998474121,languages,2018-03-23
18348,CMake,4.263000011444092,languages,2018-03-23
18349,Other,0.051000118255615234,languages,2018-03-23
18352,C#,12734.26950931549,languages,2018-03-12
18353,Other,3836.3260011672974,languages,2018-03-12
18354,Markdown,1332.0610003471375,languages,2018-03-12
18355,YAML,876.0759992599487,languages,2018-03-12
18356,CSV,412.9593060016632,languages,2018-03-12
18357,JSON,118.37299990653992,languages,2018-03-12
18358,CSHTML,35.259000301361084,languages,2018-03-12
18359,JavaScript,12.804999828338623,languages,2018-03-12
18360,Git Config,4.817000150680542,languages,2018-03-12
18361,HTML,3.0290000438690186,languages,2018-03-12
18362,Docker,0.28299999237060547,languages,2018-03-12
18363,Git,0.18499994277954102,languages,2018-03-12
18364,Python,0.0,languages,2018-03-12
18365,Text,0.0,languages,2018-03-12
18376,C#,16762.430288791656,languages,2018-03-08
18377,Other,803.4817113876343,languages,2018-03-08
18378,Markdown,381.7959997653961,languages,2018-03-08
18379,JSON,86.94000005722046,languages,2018-03-08
18380,YAML,2.669999837875366,languages,2018-03-08
18386,C#,1305.7584278583527,languages,2018-03-15
18387,YAML,1040.7929439544678,languages,2018-03-15
18388,Other,332.1580238342285,languages,2018-03-15
18389,Git Config,18.647155046463013,languages,2018-03-15
18390,Markdown,3.7280001640319824,languages,2018-03-15
18397,C#,9656.742895364761,languages,2018-03-13
18398,YAML,947.9905295372009,languages,2018-03-13
18399,Markdown,131.39932703971863,languages,2018-03-13
18400,Other,53.36300039291382,languages,2018-03-13
18407,CMake,2809.7129995822906,languages,2018-03-20
18408,C++,1910.14599943161,languages,2018-03-20
18409,C,734.0060005187988,languages,2018-03-20
18410,Text,203.19700050354004,languages,2018-03-20
18413,C#,14092.64300084114,languages,2018-03-02
18414,Markdown,1555.7889995574951,languages,2018-03-02
18415,JSON,467.6850006580353,languages,2018-03-02
18416,YAML,256.62699913978577,languages,2018-03-02
18417,Other,98.65100002288818,languages,2018-03-02
18423,C,5819.332000017166,languages,2018-03-24
18424,C++,1209.733999967575,languages,2018-03-24
18425,Text,730.6139996051788,languages,2018-03-24
18426,Markdown,120.55900001525879,languages,2018-03-24
18427,Other,51.76700019836426,languages,2018-03-24
18430,Bash,234.82231307029724,languages,2018-11-10
18431,Python,0.0,languages,2018-11-10
18436,C#,5571.160001993179,languages,2018-11-12
18437,C++,750.749000787735,languages,2018-11-12
18438,CMake,310.0639979839325,languages,2018-11-12
18439,JSON,273.2810001373291,languages,2018-11-12
18440,Markdown,251.52000093460083,languages,2018-11-12
18441,C,229.66300106048584,languages,2018-11-12
18442,Other,6.21100115776062,languages,2018-11-12
18443,Bash,0.6980011463165283,languages,2018-11-12
18444,YAML,0.002998828887939453,languages,2018-11-12
18450,Python,2346.3279988765717,languages,2018-11-09
18453,C#,462.55800104141235,languages,2018-11-24
18456,Python,9180.809000015259,languages,2018-11-08
18457,C#,1620.8670012950897,languages,2018-11-08
