,value,total_seconds,type,date
1241,JSON,2016.882186,languages,2020-06-19
1242,Markdown,1384.88499,languages,2020-06-19
1243,Other,354.735,languages,2020-06-19
1244,YAML,240.686897,languages,2020-06-19
1245,TOML,137.616,languages,2020-06-19
1246,Python,79.911,languages,2020-06-19
1247,GraphQL,12.665,languages,2020-06-19
1248,Bash,11.999824,languages,2020-06-19
1249,CSV,0.398,languages,2020-06-19
1250,Git Config,0.23,languages,2020-06-19
1263,C#,7789.086241,languages,2020-06-24
1264,Other,2216.892863,languages,2020-06-24
1265,XML,851.58918,languages,2020-06-24
1266,Bash,101.298957,languages,2020-06-24
1267,JSON,86.265,languages,2020-06-24
1268,CSV,13.25992,languages,2020-06-24
1274,Markdown,3893.610578,languages,2020-06-02
1275,Other,3272.459745,languages,2020-06-02
1276,YAML,659.382384,languages,2020-06-02
1277,XML,388.072,languages,2020-06-02
1278,Git Config,245.06,languages,2020-06-02
1279,CMake,24.918,languages,2020-06-02
1280,C++,0.682,languages,2020-06-02
1281,Python,0.411,languages,2020-06-02
1287,Python,11015.48,languages,2020-06-18
1288,Rust,3797.623971,languages,2020-06-18
1289,CSV,2023.779,languages,2020-06-18
1290,TOML,419.5,languages,2020-06-18
1291,Git Config,419.496,languages,2020-06-18
1292,YAML,145.155433,languages,2020-06-18
1293,XML,42.079637,languages,2020-06-18
1294,Other,33.781655,languages,2020-06-18
1295,Markdown,19.184,languages,2020-06-18
1303,C#,24885.917034,languages,2020-06-10
1304,Python,213.751934,languages,2020-06-10
1305,Other,59.07,languages,2020-06-10
1310,Rust,414.368,languages,2020-06-21
1311,Markdown,0.448,languages,2020-06-21
1314,Python,2245.247676,languages,2020-06-09
1315,C#,371.542022,languages,2020-06-09
1318,C#,17793.125852,languages,2020-06-23
1319,Rust,9573.862,languages,2020-06-23
1320,YAML,1567.535,languages,2020-06-23
1321,Markdown,912.339148,languages,2020-06-23
1322,Other,910.72,languages,2020-06-23
1323,XML,682.132,languages,2020-06-23
1324,CSV,649.539776,languages,2020-06-23
1325,JSON,0.49,languages,2020-06-23
1336,C#,7517.843,languages,2020-06-11
1337,Python,205.418169,languages,2020-06-11
1338,Other,3.79,languages,2020-06-11
1339,JSON,0.124,languages,2020-06-11
1344,C++,2833.400633,languages,2020-06-04
1345,Bash,2045.93,languages,2020-06-04
1346,YAML,1262.935923,languages,2020-06-04
1347,Other,489.881726,languages,2020-06-04
1348,CMake,459.467822,languages,2020-06-04
1349,Markdown,104.716,languages,2020-06-04
1350,Text,19.591039,languages,2020-06-04
1351,XML,2.028,languages,2020-06-04
1356,Markdown,5611.533095,languages,2020-06-05
1357,C++,4903.487278,languages,2020-06-05
1358,Bash,1768.53183,languages,2020-06-05
1359,Other,1560.509895,languages,2020-06-05
1360,Text,1390.66067,languages,2020-06-05
1361,Docker,353.753,languages,2020-06-05
1362,CMake,198.911241,languages,2020-06-05
1363,XML,18.876,languages,2020-06-05
1364,C,12.854,languages,2020-06-05
1365,Diff,8.121943,languages,2020-06-05
1366,YAML,6.417,languages,2020-06-05
1367,Git Config,3.425666,languages,2020-06-05
1374,Markdown,732.521295,languages,2020-06-01
1377,Python,9582.408766,languages,2020-06-12
1378,C#,8019.186,languages,2020-06-12
1379,CSV,1110.058569,languages,2020-06-12
1380,Bash,455.376567,languages,2020-06-12
1381,Text,163.996934,languages,2020-06-12
1382,Git Config,89.880713,languages,2020-06-12
1383,Other,67.658369,languages,2020-06-12
1384,XML,23.308891,languages,2020-06-12
1385,JSON,7.25488,languages,2020-06-12
1386,Markdown,3.652993,languages,2020-06-12
1393,Rust,15362.491429,languages,2020-09-07
1394,YAML,3739.881889,languages,2020-09-07
1395,Markdown,2799.422615,languages,2020-09-07
1396,TOML,515.520837,languages,2020-09-07
1397,JSON,393.64288,languages,2020-09-07
1398,C++,313.516058,languages,2020-09-07
1399,C,19.939556,languages,2020-09-07
1400,Other,13.050313,languages,2020-09-07
1401,Git Config,4.579,languages,2020-09-07
1409,Rust,15318.259548,languages,2020-09-01
1410,Markdown,9408.633846,languages,2020-09-01
1411,TOML,3772.73152,languages,2020-09-01
1412,Docker,3189.242,languages,2020-09-01
1413,C,2776.848,languages,2020-09-01
1414,Makefile,2324.532,languages,2020-09-01
1415,Git Config,415.096,languages,2020-09-01
1416,XML,50.509561,languages,2020-09-01
1417,CMake,33.500452,languages,2020-09-01
1418,Other,2.022745,languages,2020-09-01
1426,Rust,11651.685,languages,2020-09-25
1427,TOML,73.39,languages,2020-09-25
1430,Go,12298.946,languages,2020-09-03
1431,Markdown,5626.766,languages,2020-09-03
1432,YAML,3244.875,languages,2020-09-03
1433,Docker,2304.643,languages,2020-09-03
1434,Makefile,1047.494,languages,2020-09-03
1435,Git Config,234.639,languages,2020-09-03
1436,Other,195.835,languages,2020-09-03
1437,JSON,100.144,languages,2020-09-03
1438,GAS,3.813,languages,2020-09-03
1444,C#,12994.909994,languages,2020-09-09
1445,Rust,7479.981,languages,2020-09-09
1446,Python,2559.369006,languages,2020-09-09
1447,JSON,241.657,languages,2020-09-09
1448,Other,148.865,languages,2020-09-09
1449,TOML,1.432,languages,2020-09-09
1450,Markdown,0.239,languages,2020-09-09
1457,Rust,13080.257,languages,2020-09-15
1458,Markdown,955.84,languages,2020-09-15
1459,C,711.241,languages,2020-09-15
1460,TOML,222.192,languages,2020-09-15
1461,Other,0.655,languages,2020-09-15
1464,C#,3690.878,languages,2020-09-11
1465,Rust,757.526,languages,2020-09-11
1466,Markdown,348.713,languages,2020-09-11
1467,Other,25.835,languages,2020-09-11
1468,JSON,0.001,languages,2020-09-11
1473,C#,44132.247038,languages,2020-09-10
1474,Rust,6877.979,languages,2020-09-10
1475,Markdown,1098.854,languages,2020-09-10
1476,Other,463.637,languages,2020-09-10
1477,JSON,352.691,languages,2020-09-10
1478,Python,102.758962,languages,2020-09-10
1479,TOML,12.503,languages,2020-09-10
1486,Rust,2570.207794,languages,2020-09-05
1487,Docker,821.475764,languages,2020-09-05
1488,Bash,466.779778,languages,2020-09-05
1489,Markdown,222.214768,languages,2020-09-05
1490,Other,1.089896,languages,2020-09-05
1495,Rust,20512.000937,languages,2020-09-04
1496,Markdown,3543.954652,languages,2020-09-04
1497,Docker,1320.703537,languages,2020-09-04
1498,Go,782.833,languages,2020-09-04
1499,TOML,388.639,languages,2020-09-04
1500,Bash,216.668653,languages,2020-09-04
1501,Other,67.478034,languages,2020-09-04
1502,YAML,32.867,languages,2020-09-04
1510,C#,4626.468,languages,2020-09-13
1511,Other,32.941,languages,2020-09-13
1514,C#,20496.552,languages,2020-09-08
1515,Other,1985.666271,languages,2020-09-08
1516,Markdown,1381.101,languages,2020-09-08
1517,HTML,7.266,languages,2020-09-08
1518,CSV,0.072,languages,2020-09-08
1523,C#,18793.175406,languages,2020-09-14
1524,Markdown,6272.385614,languages,2020-09-14
1525,Rust,3202.458,languages,2020-09-14
1526,YAML,1527.582399,languages,2020-09-14
1527,Docker,1467.650861,languages,2020-09-14
1528,JSON,596.490017,languages,2020-09-14
1529,CMake,428.44599,languages,2020-09-14
1530,Other,281.266279,languages,2020-09-14
1531,TOML,34.869,languages,2020-09-14
1532,Python,4.678843,languages,2020-09-14
1533,C,0.0,languages,2020-09-14
1540,Rust,22892.983,languages,2020-09-26
1541,Markdown,344.997,languages,2020-09-26
1542,C,230.181,languages,2020-09-26
1543,TOML,10.994,languages,2020-09-26
1546,C#,7051.458,languages,2020-12-29
1547,Markdown,438.932,languages,2020-12-29
1548,Other,83.685,languages,2020-12-29
1549,Git,24.98,languages,2020-12-29
1550,JSON,3.682,languages,2020-12-29
1551,Bash,1.665,languages,2020-12-29
1552,Text,0.543,languages,2020-12-29
1553,HTML,0.058,languages,2020-12-29
1554,CSV,0.025,languages,2020-12-29
1558,C#,5180.857,languages,2020-12-23
1559,XML,2971.636,languages,2020-12-23
1560,Python,893.641,languages,2020-12-23
1561,R,702.029,languages,2020-12-23
1562,Text,458.496,languages,2020-12-23
1563,JSON,414.423,languages,2020-12-23
1564,Other,303.84,languages,2020-12-23
1565,Markdown,237.832,languages,2020-12-23
1566,Git,233.217,languages,2020-12-23
1567,CSV,24.789,languages,2020-12-23
1568,Bash,0.126,languages,2020-12-23
1569,HTML,0.05,languages,2020-12-23
1577,C#,20688.217,languages,2020-12-04
1578,Other,7.143,languages,2020-12-04
1581,C#,12382.667,languages,2020-12-17
1582,XML,1517.196,languages,2020-12-17
1583,JSON,181.762,languages,2020-12-17
1584,Other,103.794,languages,2020-12-17
1585,Markdown,86.538,languages,2020-12-17
1586,Git,21.009,languages,2020-12-17
1587,Text,6.857,languages,2020-12-17
1588,YAML,1.994,languages,2020-12-17
1589,Bash,1.326,languages,2020-12-17
1590,Groff,1.065,languages,2020-12-17
1591,HTML,0.394,languages,2020-12-17
1592,CSV,0.195,languages,2020-12-17
1599,C#,10216.041,languages,2020-12-18
1600,XML,934.981,languages,2020-12-18
1601,Text,833.185153,languages,2020-12-18
1602,Markdown,324.892,languages,2020-12-18
1603,Other,158.056,languages,2020-12-18
1604,Bash,11.913,languages,2020-12-18
1605,JSON,9.961,languages,2020-12-18
1606,Git,9.0,languages,2020-12-18
1607,HTML,4.036,languages,2020-12-18
1608,CSV,0.388,languages,2020-12-18
1614,C#,12298.482592,languages,2020-12-19
1615,Rust,10981.277662,languages,2020-12-19
1616,TOML,1287.738615,languages,2020-12-19
1617,Markdown,956.986224,languages,2020-12-19
1618,JSON,406.973,languages,2020-12-19
1619,XML,389.353,languages,2020-12-19
1620,C++,353.822,languages,2020-12-19
1621,Other,271.515,languages,2020-12-19
1622,Git,122.195,languages,2020-12-19
1623,Git Config,110.636907,languages,2020-12-19
1624,Text,108.711,languages,2020-12-19
1625,CSV,73.608547,languages,2020-12-19
1626,Bash,38.623,languages,2020-12-19
1627,C,34.463,languages,2020-12-19
1628,HTML,7.217,languages,2020-12-19
1629,CMake,0.117,languages,2020-12-19
1630,Makefile,0.074,languages,2020-12-19
1640,C#,17657.081979,languages,2020-12-10
1641,Python,9257.781,languages,2020-12-10
1642,Markdown,1919.606,languages,2020-12-10
1643,YAML,930.181,languages,2020-12-10
1644,CSV,692.660021,languages,2020-12-10
1645,JSON,186.625,languages,2020-12-10
1646,Other,86.892,languages,2020-12-10
1647,Git Config,14.228,languages,2020-12-10
1648,XML,12.901,languages,2020-12-10
1649,HTML,6.879,languages,2020-12-10
1650,Bash,0.137,languages,2020-12-10
1661,C#,8214.009,languages,2020-12-06
1662,Other,37.865,languages,2020-12-06
1665,C#,24377.317,languages,2020-12-15
1666,Markdown,1125.824,languages,2020-12-15
1667,XML,1007.791,languages,2020-12-15
1668,Git,639.81,languages,2020-12-15
1669,Other,155.182,languages,2020-12-15
1670,YAML,120.219,languages,2020-12-15
1671,JSON,83.737,languages,2020-12-15
1672,Text,26.806,languages,2020-12-15
1673,Bash,11.444,languages,2020-12-15
1674,Groff,0.157,languages,2020-12-15
1675,CSV,0.064,languages,2020-12-15
1676,HTML,0.029,languages,2020-12-15
1683,C#,24265.568,languages,2020-12-01
1684,JSON,1066.658,languages,2020-12-01
1685,Markdown,375.34,languages,2020-12-01
1686,Other,87.924,languages,2020-12-01
1687,YAML,13.42,languages,2020-12-01
1688,Git Config,1.844,languages,2020-12-01
1693,C#,7055.106,languages,2020-12-28
1694,XML,1417.264,languages,2020-12-28
1695,Git,157.472,languages,2020-12-28
1696,JSON,12.493,languages,2020-12-28
1697,Other,6.01,languages,2020-12-28
1698,Text,1.03,languages,2020-12-28
1699,Markdown,0.648,languages,2020-12-28
1700,HTML,0.056,languages,2020-12-28
1701,CSV,0.018,languages,2020-12-28
1702,R,0.007,languages,2020-12-28
1703,Bash,0.003,languages,2020-12-28
1707,C#,9331.831712,languages,2020-12-05
1708,Other,543.106,languages,2020-12-05
1709,Git Config,225.102288,languages,2020-12-05
1714,C#,16148.487,languages,2020-12-07
1715,Other,1693.410107,languages,2020-12-07
1716,Markdown,372.845,languages,2020-12-07
1717,JSON,30.080859,languages,2020-12-07
1718,HTML,17.783,languages,2020-12-07
1719,CSV,2.415,languages,2020-12-07
1725,C#,26273.16,languages,2020-12-14
1726,Markdown,2240.496474,languages,2020-12-14
1727,Other,1171.554,languages,2020-12-14
1728,Git,668.538,languages,2020-12-14
1729,YAML,537.909529,languages,2020-12-14
1730,Text,228.109,languages,2020-12-14
1731,XML,169.563,languages,2020-12-14
1732,JSON,107.144,languages,2020-12-14
1733,Groff,100.396,languages,2020-12-14
1734,Bash,29.585,languages,2020-12-14
1735,Git Config,9.792,languages,2020-12-14
1736,C++,4.894,languages,2020-12-14
1737,CSV,0.038,languages,2020-12-14
1738,HTML,0.022,languages,2020-12-14
1739,Protocol Buffer,0.005,languages,2020-12-14
1740,Docker,0.0,languages,2020-12-14
1754,YAML,1051.747575,languages,2020-12-21
1755,JavaScript,682.21472,languages,2020-12-21
1756,JSON,573.060192,languages,2020-12-21
1757,SQL,28.534,languages,2020-12-21
1762,C#,26861.515,languages,2020-12-02
1763,YAML,4878.70944,languages,2020-12-02
1764,JavaScript,2749.32356,languages,2020-12-02
1765,Other,2148.131,languages,2020-12-02
1766,Markdown,1261.049,languages,2020-12-02
1767,JSON,258.359,languages,2020-12-02
1768,XML,34.336,languages,2020-12-02
1769,Git Config,25.043,languages,2020-12-02
1770,Rust,14.371,languages,2020-12-02
1771,TypeScript,0.316,languages,2020-12-02
1785,C#,12995.700875,languages,2020-12-03
1786,Markdown,591.296196,languages,2020-12-03
1787,Other,468.816,languages,2020-12-03
1788,YAML,370.396929,languages,2020-12-03
1789,JSON,150.903,languages,2020-12-03
1790,Git Config,2.992,languages,2020-12-03
1795,C#,25857.311565,languages,2020-12-08
1796,Markdown,2059.227,languages,2020-12-08
1797,Other,2020.961,languages,2020-12-08
1798,YAML,794.627,languages,2020-12-08
1799,JSON,495.799622,languages,2020-12-08
1800,XML,413.768,languages,2020-12-08
1801,Protocol Buffer,42.41,languages,2020-12-08
1802,Git Config,36.054378,languages,2020-12-08
1803,HTML,6.095,languages,2020-12-08
1804,Bash,0.412,languages,2020-12-08
1805,Docker,0.006,languages,2020-12-08
1818,C#,11479.088,languages,2020-12-09
1819,Other,32.003,languages,2020-12-09
1820,Markdown,9.682,languages,2020-12-09
1823,C#,11690.685,languages,2020-12-20
1824,Markdown,2017.458,languages,2020-12-20
1825,JSON,252.147004,languages,2020-12-20
1826,Other,122.293,languages,2020-12-20
1827,Git,37.985,languages,2020-12-20
1828,INI,15.497864,languages,2020-12-20
1829,HTML,3.127,languages,2020-12-20
1830,Text,1.274,languages,2020-12-20
1831,Bash,0.738,languages,2020-12-20
1832,CSV,0.352,languages,2020-12-20
1833,XML,0.326,languages,2020-12-20
1838,C#,8680.664842,languages,2020-12-11
1839,Markdown,2290.997994,languages,2020-12-11
1840,YAML,1153.697,languages,2020-12-11
1841,C++,734.750548,languages,2020-12-11
1842,JSON,588.934,languages,2020-12-11
1843,Bash,340.001866,languages,2020-12-11
1844,Other,173.763,languages,2020-12-11
1845,XML,53.697,languages,2020-12-11
1846,CMake,8.003616,languages,2020-12-11
1847,Git Config,4.789,languages,2020-12-11
1848,CSV,3.436,languages,2020-12-11
1859,C#,8409.661535,languages,2020-12-22
1860,JavaScript,6967.458,languages,2020-12-22
1861,Other,2590.483054,languages,2020-12-22
1862,JSON,833.604,languages,2020-12-22
1863,Markdown,786.277411,languages,2020-12-22
1864,HTML,628.796,languages,2020-12-22
1865,Git,623.478,languages,2020-12-22
1866,Git Config,268.105,languages,2020-12-22
1867,Bash,105.839,languages,2020-12-22
1868,XML,81.748,languages,2020-12-22
1869,CSS,57.691,languages,2020-12-22
1870,Text,31.047,languages,2020-12-22
1871,YAML,4.217,languages,2020-12-22
1872,CSHTML,0.011,languages,2020-12-22
1873,CSV,0.006,languages,2020-12-22
1874,R,0.001,languages,2020-12-22
1884,Groff,4.40596,languages,2020-12-30
1887,C#,22827.616636,languages,2020-12-16
1888,Markdown,2533.131,languages,2020-12-16
1889,Other,1719.424502,languages,2020-12-16
1890,XML,1554.033,languages,2020-12-16
1891,Text,1389.319494,languages,2020-12-16
1892,YAML,800.175,languages,2020-12-16
1893,JSON,381.713,languages,2020-12-16
1894,Bash,217.051,languages,2020-12-16
1895,Groff,157.159,languages,2020-12-16
1896,Git,145.946,languages,2020-12-16
1897,HTML,20.525368,languages,2020-12-16
1898,Logos,2.777,languages,2020-12-16
1899,CSV,1.381,languages,2020-12-16
1900,Git Config,0.426,languages,2020-12-16
1911,C#,11358.199,languages,2020-04-16
1912,Markdown,425.121,languages,2020-04-16
1913,Other,385.972,languages,2020-04-16
1914,YAML,58.086,languages,2020-04-16
1915,XML,7.362,languages,2020-04-16
1916,JSON,0.61,languages,2020-04-16
1921,Python,10759.123,languages,2020-04-30
1922,Markdown,3155.31,languages,2020-04-30
1923,CSV,151.16,languages,2020-04-30
1924,Other,86.373,languages,2020-04-30
1925,YAML,85.127,languages,2020-04-30
1926,Git Config,18.141,languages,2020-04-30
1927,Text,11.186,languages,2020-04-30
1930,Other,8829.046153,languages,2020-04-02
1931,C#,6265.071,languages,2020-04-02
1932,XML,1203.444,languages,2020-04-02
1933,JSON,382.582,languages,2020-04-02
1934,Markdown,98.527,languages,2020-04-02
1935,YAML,95.654,languages,2020-04-02
1936,Git Config,0.0,languages,2020-04-02
1942,C#,31648.819552,languages,2020-04-19
1943,Other,987.256448,languages,2020-04-19
1944,Markdown,609.224,languages,2020-04-19
1949,C#,21510.186023,languages,2020-04-22
1950,Markdown,2370.995308,languages,2020-04-22
1951,Other,2232.927317,languages,2020-04-22
1952,Python,621.253936,languages,2020-04-22
1953,XML,157.552,languages,2020-04-22
1954,YAML,156.077321,languages,2020-04-22
1955,CSV,124.175958,languages,2020-04-22
1956,JSON,1.201,languages,2020-04-22
1957,Git Config,0.565,languages,2020-04-22
1967,C#,10319.793,languages,2020-04-27
1968,YAML,2804.867,languages,2020-04-27
1969,SQL,928.47,languages,2020-04-27
1970,Python,840.988265,languages,2020-04-27
1971,JSON,711.731,languages,2020-04-27
1972,Markdown,289.597,languages,2020-04-27
1973,Protocol Buffer,44.283,languages,2020-04-27
1974,Git Config,31.529,languages,2020-04-27
1975,Other,24.499,languages,2020-04-27
1976,XML,13.528,languages,2020-04-27
1977,Bash,0.111,languages,2020-04-27
1987,Markdown,5336.776848,languages,2020-04-29
1988,Other,2661.196056,languages,2020-04-29
1989,Python,1610.747,languages,2020-04-29
1990,Bash,743.879,languages,2020-04-29
1991,Git Config,728.015,languages,2020-04-29
1992,CSV,705.083439,languages,2020-04-29
1993,C#,532.926,languages,2020-04-29
1994,YAML,70.091,languages,2020-04-29
1995,Protocol Buffer,0.001,languages,2020-04-29
2005,C#,5867.863,languages,2020-04-03
2006,Other,1250.535,languages,2020-04-03
2007,SQL,1131.787,languages,2020-04-03
2008,YAML,586.729,languages,2020-04-03
2009,Markdown,450.097,languages,2020-04-03
2010,JSON,1.356,languages,2020-04-03
2011,Git Config,0.431,languages,2020-04-03
